,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,1-br_units,2-br_units,3-br_units,4-br_units,5-br_units,6-br+_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
436,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979272.0,498,VANDALIA AVENUE,Brooklyn,11239.0,3044520443.0,,BK-05,42,1070.0,BK82,40.655145000000005,-73.87463000000001,40.65494,-73.87440699999999,,New Construction,No,Non Prevailing Wage,2,4,2,0,0,0,1,1,5,0,1,0,0,0,8,0,8,8
435,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979271.0,496,VANDALIA AVENUE,Brooklyn,11239.0,3044520442.0,,BK-05,42,1070.0,BK82,40.655114000000005,-73.874706,40.6549,-73.87450799999999,,New Construction,No,Non Prevailing Wage,1,3,4,0,0,0,1,1,6,0,0,0,0,0,8,0,8,8
434,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979270.0,494,VANDALIA AVENUE,Brooklyn,11239.0,3044520441.0,,BK-05,42,1070.0,BK82,40.655082,-73.874778,40.65486,-73.874613,,New Construction,No,Non Prevailing Wage,0,0,7,0,0,1,1,1,6,0,0,0,0,0,8,0,8,8
433,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979269.0,497,VANDALIA AVENUE,Brooklyn,11239.0,3044520280.0,,BK-05,42,1070.0,BK82,40.655238,-73.874453,40.65568,-73.87413199999999,,New Construction,No,Non Prevailing Wage,3,2,3,0,0,0,1,1,6,0,0,0,0,0,8,0,8,8
432,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979268.0,495,VANDALIA AVENUE,Brooklyn,11239.0,3044520281.0,,BK-05,42,1070.0,BK82,40.655219,-73.87449699999999,40.65563,-73.874255,,New Construction,No,Non Prevailing Wage,3,2,3,0,0,0,0,1,7,0,0,0,0,0,8,0,8,8
431,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979267.0,493,VANDALIA AVENUE,Brooklyn,11239.0,3044520282.0,,BK-05,42,1070.0,BK82,40.655202,-73.87454,40.65558,-73.874359,,New Construction,No,Non Prevailing Wage,2,2,4,0,0,0,0,1,7,0,0,0,0,0,8,0,8,8
430,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979266.0,491,VANDALIA AVENUE,Brooklyn,11239.0,3044520283.0,,BK-05,42,1070.0,BK82,40.655183,-73.874587,40.65554,-73.87446,,New Construction,No,Non Prevailing Wage,0,0,8,0,0,0,0,1,7,0,0,0,0,0,8,0,8,8
429,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979265.0,489,VANDALIA AVENUE,Brooklyn,11239.0,3044520284.0,,BK-05,42,1070.0,BK82,40.655164,-73.87463000000001,40.65549,-73.874565,,New Construction,No,Non Prevailing Wage,2,3,3,0,0,0,0,1,7,0,0,0,0,0,8,0,8,8
428,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979264.0,487,VANDALIA AVENUE,Brooklyn,11239.0,3044520285.0,,BK-05,42,1070.0,BK82,40.655145000000005,-73.874674,40.65545,-73.874669,,New Construction,No,Non Prevailing Wage,2,3,3,0,0,0,0,1,4,3,0,0,0,0,8,0,8,8
427,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979263.0,485,VANDALIA AVENUE,Brooklyn,11239.0,3044520286.0,,BK-05,42,1070.0,BK82,40.655128000000005,-73.874717,40.655409999999996,-73.874774,,New Construction,No,Non Prevailing Wage,0,0,8,0,0,0,0,1,7,0,0,0,0,0,8,0,8,8
426,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979262.0,483,VANDALIA AVENUE,Brooklyn,11239.0,3044520287.0,,BK-05,42,1070.0,BK82,40.655109,-73.87476,40.655359999999995,-73.874875,,New Construction,No,Non Prevailing Wage,3,2,3,0,0,0,0,1,7,0,0,0,0,0,8,0,8,8
425,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979261.0,481,VANDALIA AVENUE,Brooklyn,11239.0,3044520288.0,,BK-05,42,1070.0,BK82,40.65509,-73.87480699999999,40.65532,-73.87498000000001,,New Construction,No,Non Prevailing Wage,3,2,3,0,0,0,0,1,7,0,0,0,0,0,8,0,8,8
424,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979260.0,479,VANDALIA AVENUE,Brooklyn,11239.0,3044520289.0,,BK-05,42,1070.0,BK82,40.655071,-73.87485,40.65528,-73.87508100000001,,New Construction,No,Non Prevailing Wage,0,0,8,0,0,0,1,0,7,0,0,0,0,0,8,0,8,8
423,54360,SPRING CREEK PHASE 4B-1,2017-12-28T00:00:00,,979259.0,475,VANDALIA AVENUE,Brooklyn,11239.0,3044520290.0,,BK-05,42,1070.0,BK82,40.655035,-73.874937,40.65522,-73.875218,,New Construction,No,Non Prevailing Wage,3,1,4,0,0,0,0,0,1,7,0,0,0,0,8,0,8,8
422,51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,2017-12-28T00:00:00,,979325.0,556,BERGEN AVENUE,Bronx,10455.0,2022940032.0,,BX-01,17,71.0,BX34,40.815937,-73.916354,40.81602,-73.91547299999999,,New Construction,No,Non Prevailing Wage,43,44,73,54,0,1,6,90,85,25,9,0,0,0,215,0,215,215
421,51302,LA CENTRAL/BRONXCHESTER - BUILDINGS A & B,2017-12-28T00:00:00,,979324.0,600,BERGEN AVENUE,Bronx,10455.0,2023610001.0,,BX-01,17,71.0,BX34,40.816749,-73.91529799999999,40.81668,-73.914692,,New Construction,No,Non Prevailing Wage,56,58,99,67,0,1,19,109,105,37,11,0,0,0,281,0,281,281
420,61388,ESSEX CROSSING - SITE 4,2017-12-29T00:00:00,,975509.0,180,BROOME STREET,Manhattan,10002.0,1003460175.0,,MN-03,1,1402.0,MN28,40.716868,-73.986065,40.71733,-73.98645400000001,,New Construction,No,Non Prevailing Wage,0,10,43,33,35,0,40,37,39,5,0,0,0,0,121,0,121,263
419,67353,517 WEST 134 STREET,2018-01-02T00:00:00,,966936.0,517,WEST 134 STREET,Manhattan,10031.0,1019880018.0,,MN-09,7,22301.0,MN06,40.818829,-73.95411999999999,40.81896,-73.953867,,New Construction,No,Non Prevailing Wage,0,0,5,0,0,0,0,4,1,0,0,0,0,0,5,0,5,23
415,67352,111 EAST 115TH STREET,2018-01-08T00:00:00,,966845.0,109,EAST 115 STREET,Manhattan,10029.0,1016430005.0,1089702.0,MN-11,8,182.0,MN34,40.798456,-73.943335,40.79861,-73.94319,,New Construction,No,Non Prevailing Wage,0,0,0,0,10,0,1,4,5,0,0,0,0,0,10,0,10,32
413,67010,245 EAST 115 STREET,2018-01-10T00:00:00,,19548.0,245,EAST 115 STREET,Manhattan,10029.0,1016650122.0,1052559.0,MN-11,8,188.0,MN34,40.796587,-73.938926,40.79671,-73.93860500000001,,New Construction,No,Non Prevailing Wage,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,13
412,67011,2547 CRUGER AVENUE,2018-01-11T00:00:00,,978238.0,2547,CRUGER AVENUE,Bronx,10467.0,2044330043.0,2051327.0,BX-11,15,330.0,BX07,40.863901,-73.866399,40.86468,-73.866647,,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,0,2,3,0,0,0,0,0,5,0,5,15
408,63014,1325 SOUTHERN BOULEVARD,2018-01-18T00:00:00,,975336.0,1325,SOUTHERN BOULEVARD,Bronx,10459.0,2029760098.0,2010494.0,BX-03,17,123.0,BX75,40.831084000000004,-73.891492,40.83135,-73.89173000000001,,New Construction,No,Non Prevailing Wage,0,12,18,0,0,1,5,10,12,4,0,0,0,0,31,0,31,31
406,64756,BANANA KELLY HDFC.GHPP.FY18,2018-01-19T00:00:00,,89506.0,944,KELLY STREET,Bronx,10459.0,2027110016.0,2005625.0,BX-02,17,87.0,BX33,40.82077,-73.89587,40.820640000000004,-73.89560300000001,,Preservation,No,Non Prevailing Wage,0,3,4,0,0,0,0,2,3,2,0,0,0,0,7,0,7,7
405,64756,BANANA KELLY HDFC.GHPP.FY18,2018-01-19T00:00:00,,89505.0,940,KELLY STREET,Bronx,10459.0,2027110014.0,2005624.0,BX-02,17,87.0,BX33,40.820677,-73.895881,40.82054,-73.895624,,Preservation,No,Non Prevailing Wage,0,5,1,0,0,1,1,0,0,6,0,0,0,0,7,0,7,7
404,64756,BANANA KELLY HDFC.GHPP.FY18,2018-01-19T00:00:00,,89504.0,936,KELLY STREET,Bronx,10459.0,2027110013.0,2005623.0,BX-02,17,87.0,BX33,40.820584000000004,-73.895895,40.82043,-73.895635,,Preservation,No,Non Prevailing Wage,0,4,3,0,0,0,0,4,0,3,0,0,0,0,7,0,7,7
402,63941,HP DUNWELL HOUSING DEVELOPMENT FUND COMPANY.HUDMF.FY18,2018-01-22T00:00:00,,5713.0,1930,AMSTERDAM AVENUE,Manhattan,10032.0,1021140035.0,1062692.0,MN-12,7,241.0,MN36,40.831998999999996,-73.942685,40.83209,-73.943111,,Preservation,No,Non Prevailing Wage,160,13,3,6,0,1,0,154,29,0,0,0,0,0,183,0,183,183
400,62289,CAMBA. 210-214 HEGEMAN AVE,2018-01-22T00:00:00,,976044.0,212,HEGEMAN AVENUE,Brooklyn,11212.0,3036390035.0,,BK-16,42,922.0,BK81,40.656754,-73.904015,40.65654,-73.903936,,New Construction,No,Non Prevailing Wage,46,8,16,0,0,1,70,0,1,0,0,0,0,0,71,0,71,71
396,67009,22 MELROSE STREET,2018-01-31T00:00:00,,976966.0,22,MELROSE STREET,Brooklyn,11206.0,3031600015.0,3072004.0,BK-04,34,389.0,BK78,40.697909,-73.935508,40.697759999999995,-73.935288,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,2,1,0,0,0,0,3,0,3,8
395,67351,876 BERGEN STREET,2018-02-06T00:00:00,,982109.0,876,BERGEN STREET,Brooklyn,11238.0,3011490017.0,,BK-08,35,305.0,BK61,40.677323,-73.95826600000001,40.67707,-73.958389,,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,16
394,48768,URBAN HORIZONS HDFC.YR15.FY18,2018-02-06T00:00:00,,65052.0,50,EAST 168 STREET,Bronx,10452.0,2024800001.0,2101464.0,BX-04,16,197.0,BX63,40.836725,-73.919292,40.836259999999996,-73.919173,,Preservation,No,Non Prevailing Wage,4,121,6,0,0,1,23,18,72,19,0,0,0,0,132,0,132,132
393,67350,524 EAST 14TH STREET,2018-02-09T00:00:00,,6361.0,222,AVENUE A,Manhattan,10009.0,1004077503.0,,MN-03,2,34.0,MN22,40.730102,-73.980574,40.72984,-73.979853,,New Construction,No,Non Prevailing Wage,0,0,16,0,34,0,12,13,25,0,0,0,0,0,50,0,50,160
392,67006,16 CHARLES PLACE,2018-02-12T00:00:00,,218892.0,16,CHARLES PLACE,Brooklyn,11221.0,3031830066.0,3421447.0,BK-04,34,391.0,BK78,40.697849,-73.931646,40.697990000000004,-73.931472,,New Construction,No,Non Prevailing Wage,0,0,8,0,0,0,2,2,4,0,0,0,0,0,8,0,8,39
391,67349,615 ST JOHN'S PLACE APARTMENTS,2018-02-15T00:00:00,,981750.0,615,ST JOHN PLACE,Brooklyn,11238.0,3011750067.0,3426021.0,BK-08,35,217.0,BK61,40.672536,-73.957876,40.67279,-73.957818,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7
389,64636,505  EAST 86TH STREET,2018-02-16T00:00:00,,976821.0,505,EAST 86 STREET,Manhattan,10028.0,,,MN-08,5,14402.0,MN32,40.775767,-73.94671899999999,,,,New Construction,No,Non Prevailing Wage,0,0,5,0,0,0,1,1,3,0,0,0,0,0,5,0,5,140
388,67008,1992 THIRD AVENUE APARTMENTS,2018-02-18T00:00:00,,958943.0,1992,3 AVENUE,Manhattan,10029.0,1016370036.0,1052157.0,MN-11,8,172.0,MN33,40.79379,-73.943071,40.79392,-73.94335699999999,,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,15
387,67347,626 EAST 223 STREET,2018-02-22T00:00:00,,971954.0,626,EAST 223 STREET,Bronx,10466.0,2048240052.0,2062906.0,BX-12,12,394.0,BX44,40.887101,-73.863491,40.887,-73.863828,,New Construction,No,Non Prevailing Wage,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,2,8
385,55223,SYDNEY HOUSE,2018-02-22T00:00:00,,979051.0,839-843,TILDEN STREET,Bronx,10467.0,2046710004.0,2128769.0,BX-12,12,380.0,BX44,40.876868,-73.86057199999999,40.8772,-73.86013100000001,,New Construction,No,Non Prevailing Wage,0,0,56,0,0,1,0,26,24,7,0,0,0,0,1,56,57,57
384,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,115684.0,1735,TOWNSEND AVENUE,Bronx,10453.0,2028490024.0,2008177.0,BX-05,14,22701.0,BX41,40.8471,-73.911642,40.847229999999996,-73.911905,,Preservation,No,Non Prevailing Wage,0,36,17,0,0,0,1,18,23,11,0,0,0,0,53,0,53,53
383,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,115683.0,1734,TOWNSEND AVENUE,Bronx,10453.0,2028490064.0,2008197.0,BX-05,14,22701.0,BX41,40.847190000000005,-73.911551,40.84704,-73.911342,,Preservation,No,Non Prevailing Wage,0,12,13,0,0,1,0,4,16,6,0,0,0,0,26,0,26,26
382,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,97493.0,2042,MORRIS AVENUE,Bronx,10453.0,2028070056.0,2007668.0,BX-05,14,241.0,BX41,40.852965999999995,-73.90575600000001,40.85287,-73.905511,,Preservation,No,Non Prevailing Wage,0,18,8,0,0,0,0,4,18,4,0,0,0,0,26,0,26,26
381,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,97492.0,2038,MORRIS AVENUE,Bronx,10453.0,2028070052.0,2007667.0,BX-05,14,241.0,BX41,40.852851,-73.905861,40.85269,-73.905681,,Preservation,No,Non Prevailing Wage,0,17,18,0,0,0,1,15,18,1,0,0,0,0,35,0,35,35
380,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,94338.0,2474,MARION AVENUE,Bronx,10458.0,2030260007.0,2011067.0,BX-05,15,39902.0,BX05,40.860726,-73.893689,40.86067,-73.8934,,Preservation,No,Non Prevailing Wage,0,17,7,0,0,0,1,6,17,0,0,0,0,0,24,0,24,24
379,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,74905.0,264,ECHO PLACE,Bronx,10457.0,2028090031.0,2007710.0,BX-05,15,23502.0,BX41,40.849583,-73.903976,40.84928,-73.90335400000001,,Preservation,No,Non Prevailing Wage,0,14,12,0,0,1,1,7,14,5,0,0,0,0,27,0,27,27
378,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,60447.0,1824,DAVIDSON AVENUE,Bronx,10453.0,2028610135.0,2008372.0,BX-05,14,217.0,BX36,40.849752,-73.91199999999999,40.84987,-73.91156600000001,,Preservation,No,Non Prevailing Wage,0,11,21,2,0,1,0,6,19,5,5,0,0,0,35,0,35,35
377,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,60446.0,1821,DAVIDSON AVENUE,Bronx,10453.0,2028670134.0,2008516.0,BX-05,14,217.0,BX36,40.849738,-73.91203900000001,40.849990000000005,-73.912101,,Preservation,No,Non Prevailing Wage,2,15,18,4,0,1,0,8,17,7,8,0,0,0,40,0,40,40
376,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,60444.0,1815,DAVIDSON AVENUE,Bronx,10453.0,2028670139.0,2008517.0,BX-05,14,217.0,BX36,40.849464000000005,-73.91226400000001,40.849790000000006,-73.91233199999999,,Preservation,No,Non Prevailing Wage,0,15,21,4,0,0,0,10,23,7,0,0,0,0,40,0,40,40
375,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,60442.0,1800,DAVIDSON AVENUE,Bronx,10453.0,2028610123.0,2008371.0,BX-05,14,217.0,BX36,40.849261,-73.91238,40.84919,-73.912109,,Preservation,No,Non Prevailing Wage,0,23,32,6,0,1,1,25,22,14,0,0,0,0,62,0,62,62
374,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,60441.0,1789,DAVIDSON AVENUE,Bronx,10453.0,2028670147.0,2008518.0,BX-05,14,217.0,BX36,40.849041,-73.912561,40.84929,-73.912687,,Preservation,No,Non Prevailing Wage,0,16,23,5,0,0,0,2,32,10,0,0,0,0,44,0,44,44
373,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,59142.0,1995,CRESTON AVENUE,Bronx,10453.0,2028070016.0,2007653.0,BX-05,14,241.0,BX41,40.851229,-73.906221,40.85134,-73.906449,,Preservation,No,Non Prevailing Wage,3,17,24,0,0,1,1,28,15,1,0,0,0,0,45,0,45,45
372,65357,MOUNT HOPE PRESERVATION APARTMENTS LLC.YR15.FY18,2018-02-23T00:00:00,,59140.0,1985,CRESTON AVENUE,Bronx,10453.0,2028070022.0,2007654.0,BX-05,14,241.0,BX41,40.851002,-73.906428,40.85111,-73.90665899999999,,Preservation,No,Non Prevailing Wage,0,15,23,2,0,0,0,15,15,10,0,0,0,0,40,0,40,40
370,65541,TANYA TOWERS,2018-02-27T00:00:00,,12002.0,620,EAST 13 STREET,Manhattan,10009.0,1003950012.0,1004927.0,MN-03,2,28.0,MN28,40.728458,-73.97786500000001,40.72814,-73.97770600000001,,Preservation,No,Non Prevailing Wage,0,0,137,0,0,0,86,51,0,0,0,0,0,0,137,0,137,138
368,67346,690 BUSHWICK RESIDENCE,2018-03-06T00:00:00,,969456.0,690,BUSHWICK AVENUE,Brooklyn,11221.0,3032040030.0,3426017.0,BK-04,34,393.0,BK78,40.696872,-73.931488,40.69661,-73.931726,,New Construction,No,Non Prevailing Wage,0,0,0,6,0,0,0,3,3,0,0,0,0,0,6,0,6,20
367,65774,260 KENT AVENUE,2018-03-09T00:00:00,,979744.0,260,KENT AVENUE,Brooklyn,11249.0,,,BK-01,33,555.0,BK73,40.716375,-73.96594,,,,New Construction,No,Non Prevailing Wage,0,0,66,0,0,0,21,27,18,0,0,0,0,0,66,0,66,332
366,67345,246 JOHNSON AVENUE,2018-03-12T00:00:00,,974996.0,246,JOHNSON AVE,Brooklyn,11206.0,3030730006.0,3071294.0,BK-01,34,493.0,BK78,40.706993,-73.938857,40.70677,-73.939063,,New Construction,No,Non Prevailing Wage,0,0,6,0,0,0,0,3,3,0,0,0,0,0,6,0,6,30
363,66268,1134 FULTON STREET,2018-03-15T00:00:00,,981735.0,1134,FULTON STREET,Brooklyn,11216.0,3020170008.0,3057751.0,BK-03,36,227.0,BK69,40.681088,-73.95548000000001,40.68071,-73.955196,,New Construction,No,Non Prevailing Wage,0,0,37,0,0,0,7,27,1,2,0,0,0,0,37,0,37,182
362,67343,200 EAST 95 STREET,2018-03-16T00:00:00,,957179.0,1693,3 AVENUE,Manhattan,10128.0,1015407503.0,,MN-08,5,15601.0,MN32,40.784417,-73.949883,,,,New Construction,No,Non Prevailing Wage,0,0,0,0,21,0,5,5,11,0,0,0,0,0,0,21,21,104
360,67342,961 WILLOUGHBY AVENUE,2018-03-20T00:00:00,,970721.0,961,WILLOUGHBY  AVENUE,Brooklyn,11221.0,3031830052.0,3421356.0,BK-04,34,391.0,BK78,40.697934000000004,-73.930502,40.698170000000005,-73.930751,,New Construction,No,Non Prevailing Wage,0,0,13,0,0,0,3,3,7,0,0,0,0,0,13,0,13,63
354,66702,225 W 28TH STREET,2018-04-03T00:00:00,,982005.0,225,WEST 28 STREET,Manhattan,10001.0,1007780025.0,1014256.0,MN-05,3,95.0,MN17,40.747628999999996,-73.994265,40.74793,-73.994489,,New Construction,No,Non Prevailing Wage,0,0,35,0,0,0,4,24,5,2,0,0,0,0,35,0,35,112
353,67340,325 LAFAYETTE AVENUE APARTMENTS,2018-04-05T00:00:00,,969468.0,325,LAFAYETTE AVENUE,Brooklyn,11238.0,3019337501.0,3055380.0,BK-02,35,193.0,BK69,40.688627000000004,-73.962283,,,,New Construction,No,Non Prevailing Wage,0,0,0,0,35,0,14,13,8,0,0,0,0,0,35,0,35,116
349,59464,296 WYTHE AVENUE,2018-04-11T00:00:00,,970805.0,292,WYTHE AVENUE,Brooklyn,11249.0,3023780021.0,3062567.0,BK-01,33,555.0,BK73,40.716125,-73.96408199999999,40.716229999999996,-73.964291,,New Construction,No,Non Prevailing Wage,0,0,11,0,0,0,1,10,0,0,0,0,0,0,11,0,11,55
348,67339,10 WEST 132 STREET APARTMENTS,2018-04-12T00:00:00,,40385.0,10,WEST 132 STREET,Manhattan,10037.0,1017290043.0,,MN-10,9,208.0,MN03,40.811124,-73.939683,40.81093,-73.93987800000001,,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,2,3,0,0,0,0,0,0,5,0,5,16
347,67338,2802 KINGS HIGHWAY APARTMENTS,2018-04-13T00:00:00,,967870.0,2812,KINGS HIGHWAY,Brooklyn,11229.0,3076897502.0,3211211.0,BK-15,45,642.0,BK44,40.614917999999996,-73.946368,,,,New Construction,No,Non Prevailing Wage,0,0,0,0,9,0,0,4,5,0,0,0,0,0,9,0,9,29
345,66901,BROOKLYN BRIDGE PARK PIER 6,2018-04-17T00:00:00,,983835.0,15,ATLANTIC AVENUE,Brooklyn,11201.0,,,BK-02,33,7.0,BK09,40.691817,-74.0,,,,New Construction,No,Non Prevailing Wage,0,0,25,0,75,0,40,20,15,25,0,0,0,0,100,0,100,140
344,66901,BROOKLYN BRIDGE PARK PIER 6,2018-04-17T00:00:00,,983834.0,50,ATLANTIC AVENUE,Brooklyn,11201.0,,,BK-06,39,47.0,BK33,40.691216,-73.99789799999999,,,,New Construction,No,Non Prevailing Wage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
343,67337,212 LINDEN BLVD,2018-04-18T00:00:00,,977366.0,212,LINDEN BOULEVARD,Brooklyn,11226.0,3050880025.0,3116816.0,BK-17,40,820.0,BK60,40.652565,-73.95107,40.65226,-73.950998,,New Construction,No,Non Prevailing Wage,0,0,0,0,7,0,1,2,4,0,0,0,0,0,7,0,7,24
341,67300,1360 1364 PURDY STREET APARTMENTS,2018-04-19T00:00:00,,104796.0,1364,PURDY STREET,Bronx,10462.0,2039350040.0,2127448.0,BX-09,18,222.0,BX46,40.835084,-73.852992,40.83599,-73.852896,,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,0,2,3,0,0,0,0,0,5,0,5,16
339,67299,867 DEKALB AVENUE,2018-04-23T00:00:00,,974817.0,867,DE KALB AVENUE,Brooklyn,11221.0,3017770058.0,,BK-03,36,281.0,BK35,40.6925,-73.941633,40.6927,-73.941784,,New Construction,No,Non Prevailing Wage,0,0,0,2,9,0,0,5,6,0,0,0,0,0,11,0,11,35
338,67298,510 FLATBUSH APARTMENTS,2018-04-23T00:00:00,,895471.0,510,FLATBUSH AVENUE,Brooklyn,11225.0,3050240053.0,,BK-09,40,327.0,BK60,40.661923,-73.961602,40.661559999999994,-73.96183,,New Construction,No,Non Prevailing Wage,0,0,0,0,16,0,6,3,7,0,0,0,0,0,16,0,16,51
337,67297,85 ROGERS AVENUE,2018-04-25T00:00:00,,971280.0,85,ROGERS AVENUE,Brooklyn,11216.0,3012260080.0,3030986.0,BK-08,36,31701.0,BK61,40.674803999999995,-73.952809,40.67468,-73.952665,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,10
334,61575,HARRY T. NANCE APARTMENTS,2018-04-27T00:00:00,,972764.0,1860,EASTERN PARKWAY EXTENSION,Brooklyn,11233.0,3014360006.0,3337899.0,BK-16,37,36502.0,BK79,40.675822,-73.908126,40.67587,-73.90778,,New Construction,No,Non Prevailing Wage,17,15,34,0,0,1,17,25,16,9,0,0,0,0,67,0,67,67
333,67296,5959 BROADWAY,2018-04-30T00:00:00,,51658.0,5959,BROADWAY,Bronx,10463.0,2057760621.0,,BX-08,11,285.0,BX29,40.888954,-73.898533,40.88921,-73.898981,,New Construction,No,Non Prevailing Wage,0,0,15,0,0,0,0,12,3,0,0,0,0,0,15,0,15,72
332,65649,625 & 658 DRIGGS AVE,2018-05-01T00:00:00,,982106.0,625,DRIGGS AVENUE,Brooklyn,11211.0,3023530006.0,,BK-01,34,519.0,BK73,40.715286,-73.958303,40.715109999999996,-73.958127,,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,1,1,2,0,0,0,0,0,4,0,4,19
331,65649,625 & 658 DRIGGS AVE,2018-05-01T00:00:00,,979712.0,658,DRIGGS AVENUE,Brooklyn,11211.0,3023660021.0,,BK-01,34,553.0,BK73,40.714663,-73.959,40.714729999999996,-73.959224,,New Construction,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,20
330,67295,1701 PARKVIEW AVENUE,2018-05-02T00:00:00,,101492.0,1701,PARKVIEW AVENUE,Bronx,10461.0,2041770028.0,2046306.0,BX-10,13,26602.0,BX10,40.846841,-73.827907,40.846709999999995,-73.828034,,New Construction,No,Non Prevailing Wage,0,0,0,0,7,0,0,3,4,0,0,0,0,0,7,0,7,35
328,65775,211 WEST 29TH STREET,2018-05-02T00:00:00,,978919.0,211,WEST 29 STREET,Manhattan,10001.0,1007790031.0,,MN-05,3,95.0,MN17,40.748126,-73.993533,40.7483,-73.993392,,New Construction,No,Non Prevailing Wage,0,0,9,0,0,0,2,2,3,2,0,0,0,0,9,0,9,55
327,65453,HABITAT SINGLE FAMILY HOMES 3,2018-05-03T00:00:00,,594222.0,99-19,203 STREET,Queens,11423.0,4108500029.0,4231961.0,QN-12,27,510.0,QN07,40.711933,-73.75705400000001,40.711690000000004,-73.75667299999999,,Preservation,Yes,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
326,65453,HABITAT SINGLE FAMILY HOMES 3,2018-05-03T00:00:00,,522819.0,202-02,111 AVENUE,Queens,11412.0,4109600604.0,4234766.0,QN-12,27,518.0,QN08,40.704569,-73.754564,40.70447,-73.75438,,Preservation,Yes,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
325,65453,HABITAT SINGLE FAMILY HOMES 3,2018-05-03T00:00:00,,520820.0,190-17,109 ROAD,Queens,11412.0,4109230026.0,4233813.0,QN-12,27,504.0,QN07,40.703522,-73.76609499999999,40.703759999999996,-73.766007,,Preservation,Yes,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
323,67294,730 PROSPECT PLACE,2018-05-07T00:00:00,,868328.0,730,PROSPECT PLACE,Brooklyn,11216.0,3012330016.0,,BK-08,36,31701.0,BK61,40.674416,-73.95215400000001,40.67416,-73.95235600000001,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8
